Rsznr.;Naam;NACE Code;Sector;Belangrijkheid;Taal;Straat;Postnr.;Letter;Gemeente;Provincie;AantalBedienden;Trimester;Adrestype;Contacttype;Aanspreektitel;Voornaam Contactpersoon;Naam Contactpersoon;Foutief Adres;Ontvangt Mailing;Mailingadres;EMail;Par. Comité;Kengetal RSZ;Goedgekeurd;Telefoon;Fax;GSM;Plain text;PDF;E-Zine
112640279;ETS RAYMOND SA;43910;;10-19;Frans;GRAND'ROUTE 89;4400;C;Flemalle;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112649009;CHAUFFABEN SPRL;43222;;10-19;Frans;GRAND'ROUTE 491;4347;A;Fexhe-le-Haut-Clocher;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112705172;BRUFI SPRL;77220;;5-9;Frans;RUE PIERRE MICHAUX 76;4683;A;Vivegnis;LIEGE;7;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112676266;GEMINI SPRL;46699;;1-4;Frans;RUE ERNEST-SOLVAY 52;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112742129;TRANSITAL SPRL;45204;;1-4;Frans;RUE JOSEPH-HALKIN 21-23;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;065;Nee;;;;Nee;Nee;Nee
112721953;MIDARMS SPRL;46496;;5-9;Frans;RUE JOSEPH L HOEST 17;4602;A;Cheratte;LIEGE;6;101;RSZ;(contacttypes);à l'attn. de Monsieur;Didier;Sépulchre;Nee;Nee;Ja;midarms@skynet.be;218;010;Ja;04.345.62.78;04.362.11.16;;Nee;Nee;Ja
112742032;SA ISOVILLA;41201;;1-4;Frans;RUE CHAUSSEE 39;4342;A;Hognoul;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
112730295;DANIEL PIRE INFORMATIQUE   SPRL;62010;;1-4;Frans;RUE AUX GRANGES 19;4480;C;Engis;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112748531;GESTION & FISCALITE SCRL;69201;;1-4;Frans;RUE PAUL-DEVAUX 5;4000;B;Liege 1;LIEGE;0;093;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112782093;ALPINA TOURS SPRL;79110;;1-4;Frans;AV DES PAQUERETTES 51;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112782578;GOTTSCHALK INDUSTRIES SA;46731;;1-4;Frans;RUE DE LA GARE 8;4900;A;Spa;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
112759492;SOWALFIN SA;64929;;20-49;Frans;AV MAURICE-DESTENAY 13;4000;B;Liege 1;LIEGE;41;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
112942434;HICK LEOPOLD;43320;;10-19;Frans;MUR DU COUVENT 133;4651;A;Battice;LIEGE;1;092;RSZ;(contacttypes);;;Personeelsverantwoordelijke;Nee;Nee;Ja;;218;026;Ja;;;;Nee;Nee;Nee
112910230;SA EPSILON PAINTING SA;43341;;5-9;Frans;RUE VAL ST-LAMBERT 199;4100;B;Seraing;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112953201;TEST SA;46693;;1-4;Frans;RUE LOUIS RENARD 9B;4367;A;Crisnee;LIEGE;6;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112961834;SOCIETE BELGE DE TELE - ALARME SC;77399;;1-4;Frans;RUE DE CHENEE 53;4031;A;Angleur;LIEGE;1;101;;(contacttypes);;;;Nee;Ja;Nee;;;067;Nee;;;;Nee;Nee;Nee
112971825;REQUILE MARC;66191;;1-4;Frans;RUE PRINCIPALE 84;4000;B;Liege 1;LIEGE;2;094;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112978130;LES EDITIONS LIEGEOISES  SA;58130;;20-49;Frans;BL D LA SAUVENIERE 38-40;4000;B;Liege 1;LIEGE;37;101;;(contacttypes);;;;Nee;Nee;Nee;;;036;Nee;;;;Nee;Nee;Nee
113028376;ATELIERS LEJEUNE SPRL;46610;;1-4;Frans;RUE DE LA GARE 8;4990;C;Lierneux;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
113035748;ANC.ETS J.KAUFFMAN SA;47781;;20-49;Frans;AVENUE DE LA PORALLEE 34;4920;A;Aywaille;LIEGE;14;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;info@kauffman.be;218;091;Ja;;;;Nee;Nee;Ja
113052723;PHONE LANGUAGES SPRL;85592;;1-4;Frans;RUE DE L'INDUSTRIE 28;4420;A;Montegnee;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113096373;DESPAGNE DISTRIBUTION SA;46431;;1-4;Frans;PLACE DU BATY 2/A;4557;F;Tinlot;LIEGE;1;101;;(contacttypes);;;;Ja;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
113098992;SARDA MATIC SPRL;77399;;1-4;Frans;PLACE JEHAN-LE-BEL 10;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
113134494;EGECOMI SA;70220;;1-4;Frans;ROUTE DE BATTICE  96;4880;A;Aubel;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Monsieur;Henri;Doome;Nee;Nee;Ja;toituresdoome@scarlet.be;218;010;Ja;087/68 05 82;087/68 05 88;;Nee;Nee;Ja
113123921;BODSON TROUPIN SERVICE SA;45113;;1-4;Frans;RUE DES FRANCAIS 431;4430;A;Ans;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
113170578;LA FINANCIERE LIEGEOISE SPRL;64921;;1-4;Frans;BD FRERE ORBAN 7;4000;B;Liege 1;LIEGE;0;093;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113170675;ETS LANGENAKEN SCA;45113;;10-19;Frans;RUE SAINTE-WALBURGE 319;4000;B;Liege 1;LIEGE;8;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
113185128;GENERATION 2000 SCRL;47740;;1-4;Frans;RUE DE MANGOMBROUX 116;4800;E;Verviers;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113185516;JEAN PIERRE TASSET SPRL;41201;;10-19;Frans;R.DE LIEGE 48/A;4600;D;Vise;LIEGE;0;082;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
113186971;FADANNI JEAN MARC;66191;;1-4;Frans;R.DE LIEGE 15A;4557;F;Tinlot;LIEGE;2;101;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113173294;RIGAUX A.ET FILS SPRL;31091;;10-19;Frans;RUE HAUTE 52;4600;D;Vise;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;055;Ja;;;;Nee;Nee;Nee
113177368;SCHMETZ SA;46610;;5-9;Frans;RUE DE VERVIERS 65;4841;A;Henri-Chapelle;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
113175622;STANDARD DE LIEGE SA;93121;;50-99;Frans;RUE DE LA CENTRALE 2;4000;B;Liege 1;LIEGE;46;101;RSZ;(contacttypes);à l'attn. de Monsieur;Guy;Bouillot;Nee;Nee;Ja;salaire@standard.be;218;010;Ja;04/229,98,95;;;Nee;Nee;Ja
113182412;ETS DETHIER HENRI SA;43222;;20-49;Frans;RUE DE HOTTLEUX 102;4950;D;Waimes;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
113205983;ATLANTIC GMBH;46620;;1-4;Frans;GARTENSTRASSE 7-17;4540;A;Amay;LIEGE;0;093;;(contacttypes);;;;Ja;Nee;Nee;;;012;Nee;;;;Nee;Nee;Nee
113254580;LEBENS  SA;47521;;1-4;Frans;RUE DE LIEGE 94;4020;C;Liège 2;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
113250312;COMPAGNIE DEVELOPPEMENT TECHNOLOGIES INFORMATION  ET COMMUNICATIONS CD TECHNICOM;64200;;1-4;Frans;AV MAURICE-DESTENAY 13;4000;B;Liege 1;LIEGE;2;094;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113258557;CONTI CARINE;68311;;1-4;Frans;R PARC DU MARY 30;4130;A;Esneux;LIEGE;3;093;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113259333;ECHOS SWIT SA;47300;;1-4;Frans;RUE D'ARTAGNAN 28;4600;D;Vise;LIEGE;1;094;;(contacttypes);;;;Ja;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
113260594;PEREAUX GEORGES;85531;;1-4;Frans;R.SUR LES HEIDS 30;4671;A;Barchon;LIEGE;3;093;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113253901;SPRL ANDRE MOERS;43320;;1-4;Frans;RUE QUATORZE-VERGES 245;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
113280673;ROELS SPRL;46311;;5-9;Frans;RUE PRES-CHAMPS 27;4671;A;Barchon;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
113305796;SA FERMA;46431;;1-4;Frans;RUE LAURENT F DETHIER 43;4910;C;Theux;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
113309579;CREACOM SPRL;18130;;1-4;Frans;VISE VOIE 542;4041;A;Milmort;LIEGE;1;984;RSZ;(contacttypes);;;MARCHANT;Nee;Nee;Ja;;218;010;Ja;041/414583;041/414595;;Nee;Nee;Nee
113306378;ETS LEJEUNE FREDDY SPRL;46693;;1-4;Frans;RUE DE DINANT 25;4800;E;Verviers;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
113288336;PIGMENT GRAPHIC SPRL;74103;;1-4;Frans;ROUTE DE FLORIHEID 103A;4960;C;Malmedy;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;036;Nee;;;;Nee;Nee;Nee
113321219;DRY STORE SC;96011;;1-4;Frans;BURNENVILLE-RTE SPA 38;4960;C;Malmedy;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;049;Nee;;;;Nee;Nee;Nee
113336545;COLLINET ASSAINISSEMENT  SA PARC IND DES HAUTS SARTS;23610;;20-49;Frans;1ERE AVENUE 55-57;4040;A;Herstal;LIEGE;8;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;110;Ja;;;;Nee;Nee;Nee
113331307;CB FISC SPRL;69202;;5-9;Frans;COTE DE HAGELSTEIN 7;4880;A;Aubel;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113394745;SANI CHALEUR SPRL;43222;;10-19;Frans;ROUTE CHARLEMAGNE 49;4841;A;Henri-Chapelle;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
113387082;ROGER GEHLEN SA;43120;;20-49;Frans;RUE DE HOTTLEUX 77;4950;D;Waimes;LIEGE;7;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
113390962;COMPAGNIE GENERALE EUROPEENNE SA;64200;;1-4;Frans;BOULEVARD PIERCOT 33;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113424815;LAMBRIGHS CARRIERES DOLHAIN VICINAL  SA;8112;;10-19;Frans;RUE DU VICINAL 5;4830;A;Limbourg;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113399886;BLIM SA;68311;;1-4;Frans;RUE DU PUITS MARGOT 1;4910;C;Theux;LIEGE;2;074;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113424621;FABISA SA;64200;;1-4;Frans;RUE BE PAKI,BATTICE 1;4651;A;Battice;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Madame;;Grégoire;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
113441402;PINON VINCENT;74201;;1-4;Frans;R.DU PONT 14;4500;B;Huy;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113441693;CUISINES CONSTANT SA;47591;;10-19;Frans;RUE DE LA CLEF 20;4633;A;Melen;LIEGE;7;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
113442275;NIHON MARC SCRL;43211;;5-9;Frans;RUE DU HUIT MAI 23;4420;A;Montegnee;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
113445282;PNEUS PALATE SA;45113;;1-4;Frans;RUE DU BEAU-MUR 54;4030;A;Grivegnee (Liege);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
113476613;JPL TRAVAUX SPRL;43120;;5-9;Frans;RUE OSCAR THIMUS 59;4830;A;Limbourg;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
113512212;ENTREPRISES WANSART JC ET FILS SA;43910;;10-19;Frans;STATION 33;4845;A;Jalhay;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
113471084;MPC MANAGEMENT PERSONNAL  COMPUTER SC;73200;;1-4;Frans;QUAI DES ARDENNES 36;4020;C;Liège 2;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113530448;VINCENT PIRONT  SA;43910;;20-49;Frans;RUE DES WAIDES 9;4890;A;Clermont (Lg.);LIEGE;7;101;RSZ;(contacttypes);à l'attn. de Madame;Magali;Noel;Ja;Nee;Ja;mn@vincentpiront.com;218;054;Ja;087/44.71.71;087/44.55.64;;Nee;Nee;Ja
113572546;PIERRE PIROTTE SA;43211;;20-49;Frans;RUE DU PARC 12;4432;A;Alleur;LIEGE;6;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
113591170;DELTA CONSTRUCT SCRL;71111;;1-4;Frans;RUE LAVAULX 40;4357;A;Donceel;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;044;Nee;;;;Nee;Nee;Nee
113599415;SA TECHNOMAT;46693;;5-9;Frans;PARC ARTISANAL 9;4671;A;Barchon;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
113599706;ADES SA;62020;;1-4;Frans;RUE DES MUGUETS 51;4052;A;Beaufays;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113601549;EDIFYS SA;41201;;5-9;Frans;PLACE NICOLAI 4/5;4430;A;Ans;LIEGE;1;101;RSZ;(contacttypes);;;Responsable du personnel;Nee;Nee;Ja;;218;024;Ja;04/224.24.24;04/224.24.44;;Nee;Nee;Nee
113605138;SPRL CH.FAFCHAMPS;46331;;1-4;Frans;RUE DE SAIVE 51;4671;A;Barchon;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
113604847;LACROIX RENE SPRL;46731;;1-4;Frans;RUE OBORNE 38-40;4690;A;Bassenge;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
113626963;ETS LEON CROSSET SA;42220;;20-49;Frans;BOIS-LES-DAMES 11;4841;A;Henri-Chapelle;LIEGE;7;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
113621434;POLYMAT S.A.V. SPRL;28250;;10-19;Frans;RUE DES CHAMPS 10;4460;A;Bierset;LIEGE;5;101;RSZ;(contacttypes);à l'attn. de Madame;Nancy;Rosmeulen;Nee;Nee;Ja;nancy.rosmeulen@polymatbelgium.com;218;067;Ja;04/263 36 96;04/246 44 01;;Nee;Nee;Ja
113627351;GARAGE DEVILLERS SA;45113;;5-9;Frans;CARREFOUR DEVILLERS 6;4560;B;Clavier;LIEGE;0;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
113666054;GARAGE MICHEL SPRL EN LIQUIDATION SPRL;45113;;5-9;Frans;QUAI DES CARMES 95;4101;A;Jemeppe-sur-Meuse;LIEGE;2;092;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
113675172;COBEPEX SC;46699;;5-9;Frans;QUAI DES ARDENNES 137;4031;A;Angleur;LIEGE;6;101;RSZ;(contacttypes);;;MANCINI;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
113676433;BATIRENOVE SA;41101;;1-4;Frans;RUE PRINCIPALE 27;4347;A;Fexhe-le-Haut-Clocher;LIEGE;0;093;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
113682641;JACOBY CLAUDE;47221;;1-4;Frans;RUE PETITES CROIX 69;4920;A;Aywaille;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
113685842;CONSEIL ET ASSISTANCE A LA GESTION ET A L'INFORMATIQUE C.A.G.I SPRL;46660;;1-4;Frans;RUE DE LA MOTTE 6;4671;A;Barchon;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
113692632;NEUPRE MOTOR SCRL;45113;;1-4;Frans;ROUTE DU CONDROZ 220;4120;B;Neupre;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
113714554;MARCHE COUVERT DE BATTICE SC;82990;;1-4;Frans;R FORGES-EAUX,BATTICE 12;4651;A;Battice;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113699616;SA M.A.D.;71121;;10-19;Frans;RUE CHAUSSEE 60;4342;A;Hognoul;LIEGE;5;092;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113790796;CENTRE DE GESTION BLONDEN SPRL;86220;;1-4;Frans;AV DU BOUT DU MONDE 7;4053;A;Embourg;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113783909;PICHA SPRL;46693;;5-9;Frans;RUE DE LA COMMUNE 11-1;4020;C;Liège 2;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
113750444;SOCOBOIS SA;16100;;10-19;Frans;RUE CAMP,SOURBRODT 6;4950;D;Waimes;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113772851;BUREAU DE SERVICES FINANCIERS D ASSURANCES ET D ADMINISTRATION SPRL;66191;;1-4;Frans;RUE DES FRANCAIS 235;4430;A;Ans;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113791572;SPRL PYM;73110;;5-9;Frans;RUE DU PALAIS 14;4000;B;Liege 1;LIEGE;0;074;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113834155;ETS FRANZ PIROTTE SCRL;46731;;5-9;Frans;VOIE DE L'EAU 15;4630;C;Soumagne;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Monsieur;Franz;Pirotte;Nee;Nee;Ja;pirottemateriaux@gmail.com;218;026;Ja;04/3772485;04/3771879;;Nee;Nee;Ja
113834446;JAC BOIS SPRL;43120;;5-9;Frans;RUE WAGNER 219;4100;B;Seraing;LIEGE;0;082;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
113845989;BEMELMANS DANIEL SPRL;2400;;5-9;Frans;LES VILLETTES 32;4990;C;Lierneux;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
113841818;NELLES FRERES SA;42110;;50-99;Frans;DESSUS TROUS 4;4960;C;Malmedy;LIEGE;10;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
113843855;GARAGE FRANCIS GOBLET SA;45113;;5-9;Frans;CHAUSSEE DE VERVIERS 148;4910;C;Theux;LIEGE;3;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
113842012;AUTOHAUS JOST SPRL;45113;;5-9;Frans;MALMEDYER STRASSE 14;4780;C;Sankt Vith;LIEGE;3;101;RSZ;(contacttypes);;;Responsable de la formation;Ja;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
113861121;SYSMEX BELGIUM IT SA;62010;;1-4;;RUE PRES-CHAMPS 25N;4671;A;Barchon;LIEGE;3;101;RSZ;(contacttypes);;;Responsable de la formation;Ja;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
113867523;SPRL NIZET AUTOMATION;27120;;1-4;Frans;R DE L'INVASION 4;4837;A;Baelen (Lg.);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
113892355;SA ETABLISSEMENTS PIRARD  RAYMOND;46216;;1-4;Frans;RUE DE LA MOTTE 6;4260;B;Braives;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
113959188;GASTRO SERVICES SPRL;46392;;20-49;Frans;RUE DU PAVILLON 19;4610;A;Bellaire;LIEGE;6;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
114024857;GILSON ANDRE;79110;;1-4;Frans;RUE DE LA VALLEE 14;4317;D;Faimes;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
114008464;TRAVAUX GENERAUX DE TOITURES TGT EN LIQUIDATION SPRL;43910;;20-49;Frans;RUE JOSEPH WOUSSEN 48;4051;A;Vaux-sous-Chevremont;LIEGE;0;081;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;054;Ja;;;;Nee;Nee;Nee
114006039;PAVABER  SA;93299;;20-49;Frans;RUE KINET 1;4540;A;Amay;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
114087131;INOV SPRL;71121;;1-4;Frans;LES MARLIERES 22;4550;A;Nandrin;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
114091981;SI GROUP SA;62010;;20-49;Frans;R DE RECHAIN,CHAINEUX 45;4650;C;Herve;LIEGE;21;101;RSZ;(contacttypes);à l'attn. de Monsieur;André;Schoonbroodt;Nee;Nee;Ja;sigroup.asc@e-mail.com;218;010;Ja;;;;Nee;Nee;Ja
114104203;ETS PEREAUX A. ET FR. SC;85531;;1-4;Frans;RUE SUR LES HEIDS 45;4671;A;Barchon;LIEGE;0;074;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
114095958;SPRL FESTIN;47221;;1-4;Frans;CHAUSSEE DE TONGRES 46;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
114106531;JOLLY BERNARD;1110;;5-9;Frans;RUE DE WANZOUL 70;4520;F;Wanze;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;193;Nee;;;;Nee;Nee;Nee
114101875;E ET JP PIRON, B GOTTA SA;46321;;10-19;Frans;RUE DE DROIXHE 23;4020;A;Bressoux;LIEGE;7;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Monsieur, Madame;C.;Kittel;Nee;Nee;Ja;;218;057;Ja;04/362 82 83;04/362 96 43;;Nee;Nee;Nee
114138929;G.B.M. SA;46699;;10-19;Frans;RUE DE CHAUDRONNERIE 9;4340;A;Awans;LIEGE;9;101;RSZ;(contacttypes);à l'attn. de Monsieur;Georges;Bortels;Nee;Nee;Ja;MAGGIE.BORTELS@GBM.BE;218;077;Ja;042460098;042460135;;Nee;Nee;Ja
114148532;BODARWE OLAERTS SA;69201;;1-4;Frans;RUE TCHENAS,SOURBRODT 13;4950;D;Waimes;LIEGE;4;101;RSZ;(contacttypes);;;BODARWE;Nee;Nee;Ja;;218;010;Ja;080/446101;080/446101;;Nee;Nee;Nee
114120984;R.M.S. SPRL;43120;;20-49;Frans;RUE DES ECOLIERS 106;4100;B;Seraing;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
114142615;DELBRASSINE SA;43222;;20-49;Frans;AVENUE ANDRE ERNST 20;4800;E;Verviers;LIEGE;7;101;RSZ;(contacttypes);;;Responsable du personnel;Nee;Nee;Ja;;218;026;Ja;087/307676;087/307686;;Nee;Nee;Nee
114176177;SA BUREAU D ETUDES INFORMATIQUES ET DE RECHERCHES BEIR;46693;;5-9;Frans;RUE DU BOIS ST-JEAN 6;4102;A;Ougree;LIEGE;7;101;RSZ;(contacttypes);à l'attn. de Madame;Pierre;Mouvet;Nee;Nee;Ja;secretariat@beirtelecom.com;218;067;Ja;04/361.81.50;04/361.81.51.;;Nee;Nee;Ja
114145913;LEMAIRE PARCS ET JARDINS  SPRL;81300;;5-9;Frans;RUE D'EUPEN 45;4950;D;Waimes;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;094;Ja;;;;Nee;Nee;Nee
114185295;SOCIETE LIEGEOISE DE NETTOYAGE ET DE RENOVATION SPRL SOLINER;81220;;20-49;Frans;RUE FOSSOUL 52-54;4100;B;Seraing;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;066;Nee;;;;Nee;Nee;Nee
114186265;ENTREPRISES LOUON M. SA;41201;;20-49;Frans;RUE DE CORNEMONT 7;4141;A;Louveigne (Sprimont);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
114163470;TECHNOMECA SA;45203;;5-9;Frans;RUE DU LONG FOSSE 168;4684;A;Haccourt;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
